forestation  average_burnt_trees
0,00		0,0000
0,05		0,0006
0,10		0,0013
0,15		0,0021
0,20		0,0028
0,25		0,0036
0,30		0,0058
0,35		0,0066
0,40		0,0118
0,45		0,0161
0,50		0,0367
0,55		0,0804
0,60		0,3246
0,65		0,5959
0,70		0,6805
0,75		0,7472
0,80		0,7980
0,85		0,8463
0,90		0,8991
0,95		0,9495
1,00		1,0000
